MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Tools,Power Tools,Saws,,TS1017,TS1017 Table Saw Zero-Clearance Insert,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Robt Bosch Tool Corp (6564),,,,TS1017,,Tools & Equipment>Power Tools>Table Saws,"Table Saw, TS1017, Corded Electric Power Source, Table Saws, Power Tools",TABLE SAW CORDED ELEC,"TS1017 Table Saw, Corded Electric Power Source","Table Saw, Corded Electric Power Source","Table Saw, Corded Electric Power Source",,,,,,,,,,,,,,,,,,,,,,,,,,,Table Saw,Series,,,Model,,,Power Source,Corded Electric,,Voltage Rating,,,Motor Power,,,Amperage Rating,,,No Load Speed,,,Blade or Wheel Size,,,Electrical Phase,,,Size,,,Included Items,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TS1017.jpg,TS1017_1.jpg,TS1017_2.jpg,TS1017_3.jpg,TS1017_4.jpg,,,,,TS1017_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,,,,,XT524,"XT524 24"" XT XTENDER Fence",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR),,,,XT524,,,"XT XTENDER Fence, XT524, 24 in Width",XT XTENDER FENCE 24IN,"XT524 XT XTENDER Fence, 24 in Width","XT XTENDER Fence, 24 in Width","XT XTENDER Fence, 24 in Width",,,,,,,,,,,,,,,,,,,,,,,,,,,XT XTENDER Fence,Series,,,Model,,,Width,24,in,Length,,,Size,,,Voltage Rating,,,Amperage Rating,,,Wattage,,,Mounting Type,,,Pack Quantity,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XT524.jpg,XT524_1.jpg,XT524_2.jpg,XT524_3.jpg,XT524_4.jpg,,,,,XT524_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,,,,,XT536,"XT536 36"" XT XTENDER Fence",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR),,,,XT536,,,"XT XTENDER Fence, XT536, 36 in Width",XT XTENDER FENCE 36IN,"XT536 XT XTENDER Fence, 36 in Width","XT XTENDER Fence, 36 in Width","XT XTENDER Fence, 36 in Width",,,,,,,,,,,,,,,,,,,,,,,,,,,XT XTENDER Fence,Series,,,Model,,,Width,36,in,Length,,,Size,,,Voltage Rating,,,Amperage Rating,,,Wattage,,,Mounting Type,,,Pack Quantity,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XT536.jpg,XT536_1.jpg,XT536_2.jpg,XT536_3.jpg,XT536_4.jpg,,,,,XT536_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,,,,,XT546,"XT546 46"" XT XTENDER Fence",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR),,,,XT546,,,"XT XTENDER Fence, XT546, 46 in Width",XT XTENDER FENCE 46IN,"XT546 XT XTENDER Fence, 46 in Width","XT XTENDER Fence, 46 in Width","XT XTENDER Fence, 46 in Width",,,,,,,,,,,,,,,,,,,,,,,,,,,XT XTENDER Fence,Series,,,Model,,,Width,46,in,Length,,,Size,,,Voltage Rating,,,Amperage Rating,,,Wattage,,,Mounting Type,,,Pack Quantity,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XT546.jpg,XT546_1.jpg,XT546_2.jpg,XT546_3.jpg,XT546_4.jpg,,,,,XT546_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,,,,,XTP235,"35"" XTP XTENDER PRO Fence - XTP235",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR),,,,XTP235,,,"PRO Fence XTP, XTP235, 35 in Width",PRO FENCE XTP 35IN,"XTP235 PRO Fence XTP, 35 in Width","PRO Fence XTP, 35 in Width","PRO Fence XTP, 35 in Width",,,,,,,,,,,,,,,,,,,,,,,,,,,PRO Fence XTP,Series,,,Model,,,Width,35,in,Length,,,Size,,,Voltage Rating,,,Amperage Rating,,,Wattage,,,Mounting Type,,,Pack Quantity,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XTP235.jpg,XTP235_1.jpg,XTP235_2.jpg,XTP235_3.jpg,XTP235_4.jpg,,,,,XTP235_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,,,,,TGP2-FA,TGP2-FA T-Glide Fence Professional,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Saw Stop LLC (SAWST),,,,TGP2-FA,,,"T-Glide Fence Professional, TGP2-FA",T-GLIDE FENCE PRO,TGP2-FA T-Glide Fence Professional,T-Glide Fence Professional,T-Glide Fence Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,T-Glide Fence Professional,Series,,,Model,,,Width,,,Length,,,Size,,,Voltage Rating,,,Amperage Rating,,,Wattage,,,Mounting Type,,,Pack Quantity,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TGP2-FA.jpg,TGP2-FA_1.jpg,TGP2-FA_2.jpg,TGP2-FA_3.jpg,TGP2-FA_4.jpg,,,,,TGP2-FA_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,,,,,ATGI-FA,ATGI-FA T-Glide Advanced Fence Industrial,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Saw Stop LLC (SAWST),,,,ATGI-FA,,,"Advanced Fence Industrial, ATGI-FA",ADVANCED FENCE IND,ATGI-FA Advanced Fence Industrial,Advanced Fence Industrial,Advanced Fence Industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Fence Industrial,Series,,,Model,,,Width,,,Length,,,Size,,,Voltage Rating,,,Amperage Rating,,,Wattage,,,Mounting Type,,,Pack Quantity,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATGI-FA.jpg,ATGI-FA_1.jpg,ATGI-FA_2.jpg,ATGI-FA_3.jpg,ATGI-FA_4.jpg,,,,,ATGI-FA_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,,,,,ATGP-FA,ATGP-FA T-Glide Advance Fence Professional,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Saw Stop LLC (SAWST),,,,ATGP-FA,,,"Advance Fence Professional, ATGP-FA",ADVANCE FENCE PRO,ATGP-FA Advance Fence Professional,Advance Fence Professional,Advance Fence Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,Advance Fence Professional,Series,,,Model,,,Width,,,Length,,,Size,,,Voltage Rating,,,Amperage Rating,,,Wattage,,,Mounting Type,,,Pack Quantity,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATGP-FA.jpg,ATGP-FA_1.jpg,ATGP-FA_2.jpg,ATGP-FA_3.jpg,ATGP-FA_4.jpg,,,,,ATGP-FA_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,,,,,TGI2-FA,TGI2-FA T-Glide Fence Indudtrial,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Saw Stop LLC (SAWST),,,,TGI2-FA,,,"T-Glide Fence Indudtrial, TGI2-FA",T-GLIDE FENCE INDUDTRIAL,TGI2-FA T-Glide Fence Indudtrial,T-Glide Fence Indudtrial,T-Glide Fence Indudtrial,,,,,,,,,,,,,,,,,,,,,,,,,,,T-Glide Fence Indudtrial,Series,,,Model,,,Width,,,Length,,,Size,,,Voltage Rating,,,Amperage Rating,,,Wattage,,,Mounting Type,,,Pack Quantity,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TGI2-FA.jpg,TGI2-FA_1.jpg,TGI2-FA_2.jpg,TGI2-FA_3.jpg,TGI2-FA_4.jpg,,,,,TGI2-FA_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,,,,,TGI2-T36A,"TGI2-T36A 36"" Table Assembly Industrial",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Saw Stop LLC (SAWST),,,,TGI2-T36A,,,"Table Assembly Industrial, TGI2-T36A, 36 in Width",TABLE ASY IND 36IN,"TGI2-T36A Table Assembly Industrial, 36 in Width","Table Assembly Industrial, 36 in Width","Table Assembly Industrial, 36 in Width",,,,,,,,,,,,,,,,,,,,,,,,,,,Table Assembly Industrial,Series,,,Model,,,Width,36,in,Length,,,Size,,,Voltage Rating,,,Amperage Rating,,,Wattage,,,Mounting Type,,,Pack Quantity,,,Material,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TGI2-T36A.jpg,TGI2-T36A_1.jpg,TGI2-T36A_2.jpg,TGI2-T36A_3.jpg,TGI2-T36A_4.jpg,,,,,TGI2-T36A_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.kregtool.com/search?q=KPTBPS100A,,,,,,,Tools,Power Tools,Saws,,KPTBPS100A,"KPTBPS100A Kreg 20V Ionic 6-1/2"" Plunge-Cut Track Saw Kit",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO),Kreg Tool Company,Kreg®,,KPTBPS100A,,Tools & Equipment>Power Tools>Circular Saws,"Kreg, Circular Saw, KPTBPS100A, 20 V, 6-1/2 in Blade or Wheel Size",CIRC SAW 20V,"Kreg® KPTBPS100A Circular Saw, 20 V, 6-1/2 in Blade or Wheel Size","Kreg® Circular Saw, 20 V, 6-1/2 in Blade or Wheel Size, Kit Included Items","Circular Saw, 20 V, 6-1/2 in Blade or Wheel Size",,,,,,,,,,,,,,,,,,,,,,,,,,,Circular Saw,Series,,,Model,,,Power Source,,,Voltage Rating,20,V,Motor Power,,,Amperage Rating,,,No Load Speed,,,Blade or Wheel Size,6-1/2,in,Electrical Phase,,,Size,,,Included Items,Kit,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kreg_KPTBPS100A.jpg,Kreg_KPTBPS100A_1.jpg,Kreg_KPTBPS100A_2.jpg,Kreg_KPTBPS100A_3.jpg,Kreg_KPTBPS100A_4.jpg,,,,,Kreg_KPTBPS100A_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.dewalt.com/search?q=DCB606C,,,,,,,Tools,Power Tools,Batteries & Chargers,,DCB606C,DCB606C Dewalt Flexvolt Starter Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Stanley Black & Decker Inc,DEWALT®,,DCB606C,,Tools & Equipment>Power Tools>Batteries & Chargers,"Stanley Black & Decker Inc DEWALT, Charger, DCB606C, Cordless Power Source",CHARGER CRDLS,"DEWALT® DCB606C Charger, Cordless Power Source","DEWALT® Charger, Cordless Power Source, Kit Included Items","Charger, Cordless Power Source",,,,,,,,,,,,,,,,,,,,,,,,,,,Charger,Series,,,Model,,,Power Source,Cordless,,Voltage Rating,,,Motor Power,,,Amperage Rating,,,No Load Speed,,,Blade or Wheel Size,,,Electrical Phase,,,Size,,,Included Items,Kit,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEWALT_DCB606C.jpg,DEWALT_DCB606C_1.jpg,DEWALT_DCB606C_2.jpg,DEWALT_DCB606C_3.jpg,DEWALT_DCB606C_4.jpg,,,,,DEWALT_DCB606C_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.makitatools.com/products/search?q=BL1850BDC1,,,,,,,Tools,Power Tools,Batteries & Chargers,,BL1850BDC1,BL1850BDC1 Makita Starter Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita Corporation of America,Makita®,,BL1850BDC1,,Tools & Equipment>Power Tools>Batteries & Chargers,"Makita, Charger, BL1850BDC1, Cordless Power Source, Kit Included Items",CHARGER CRDLS,"Makita® BL1850BDC1 Charger, Cordless Power Source","Makita® Charger, Cordless Power Source, Kit Included Items","Charger, Cordless Power Source",,,,,,,,,,,,,,,,,,,,,,,,,,,Charger,Series,,,Model,,,Power Source,Cordless,,Voltage Rating,,,Motor Power,,,Amperage Rating,,,No Load Speed,,,Blade or Wheel Size,,,Electrical Phase,,,Size,,,Included Items,Kit,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makita_BL1850BDC1.jpg,Makita_BL1850BDC1_1.jpg,Makita_BL1850BDC1_2.jpg,Makita_BL1850BDC1_3.jpg,Makita_BL1850BDC1_4.jpg,,,,,Makita_BL1850BDC1_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.dewalt.com/search?q=DCB205C,,,,,,,Tools,Power Tools,Batteries & Chargers,,DCB205C,DCB205C 20V Starter Kit,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker Inc,DEWALT®,,DCB205C,,Tools & Equipment>Power Tools>Batteries & Chargers,"Stanley Black & Decker Inc DEWALT, Charger, DCB205C, Cordless Power Source",CHARGER CRDLS 20V,"DEWALT® DCB205C Charger, Cordless Power Source, 20 V","DEWALT® Charger, Cordless Power Source, 20 V, Kit Included Items","Charger, Cordless Power Source, 20 V",,,,,,,,,,,,,,,,,,,,,,,,,,,Charger,Series,,,Model,,,Power Source,Cordless,,Voltage Rating,20,V,Motor Power,,,Amperage Rating,,,No Load Speed,,,Blade or Wheel Size,,,Electrical Phase,,,Size,,,Included Items,Kit,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEWALT_DCB205C.jpg,DEWALT_DCB205C_1.jpg,DEWALT_DCB205C_2.jpg,DEWALT_DCB205C_3.jpg,DEWALT_DCB205C_4.jpg,,,,,DEWALT_DCB205C_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.dewalt.com/search?q=DCB2108,,,,,,,Tools,Power Tools,Batteries & Chargers,,DCB2108,DCB2108 Dewalt 20V 8Ah Battery - Max XR Powerpack,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker Inc,DEWALT®,,DCB2108,,Tools & Equipment>Power Tools>Batteries & Chargers,"Stanley Black & Decker Inc DEWALT, Charger, DCB2108, Cordless Power Source",CHARGER CRDLS 20V,"DEWALT® DCB2108 Charger, Cordless Power Source, 20 V","DEWALT® Charger, Cordless Power Source, 20 V","Charger, Cordless Power Source, 20 V",,,,,,,,,,,,,,,,,,,,,,,,,,,Charger,Series,,,Model,,,Power Source,Cordless,,Voltage Rating,20,V,Motor Power,,,Amperage Rating,,,No Load Speed,,,Blade or Wheel Size,,,Electrical Phase,,,Size,,,Included Items,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEWALT_DCB2108.jpg,DEWALT_DCB2108_1.jpg,DEWALT_DCB2108_2.jpg,DEWALT_DCB2108_3.jpg,DEWALT_DCB2108_4.jpg,,,,,DEWALT_DCB2108_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.dewalt.com/search?q=DCB2108-2,,,,,,,Tools,Power Tools,Batteries & Chargers,,DCB2108-2,DCB2108-2 Dewalt 20V 8Ah 2pk - Battery Max XR Powerpack,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Stanley Black & Decker Inc,DEWALT®,,DCB2108-2,,Tools & Equipment>Power Tools>Batteries & Chargers,"Stanley Black & Decker Inc DEWALT, Charger, DCB2108-2, Cordless Power Source",CHARGER CRDLS 20V,"DEWALT® DCB2108-2 Charger, Cordless Power Source, 20 V","DEWALT® Charger, Cordless Power Source, 20 V","Charger, Cordless Power Source, 20 V",,,,,,,,,,,,,,,,,,,,,,,,,,,Charger,Series,,,Model,,,Power Source,Cordless,,Voltage Rating,20,V,Motor Power,,,Amperage Rating,,,No Load Speed,,,Blade or Wheel Size,,,Electrical Phase,,,Size,,,Included Items,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEWALT_DCB2108-2.jpg,DEWALT_DCB2108-2_1.jpg,DEWALT_DCB2108-2_2.jpg,DEWALT_DCB2108-2_3.jpg,DEWALT_DCB2108-2_4.jpg,,,,,DEWALT_DCB2108-2_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,,Tools,Power Tools,Batteries & Chargers,,VB0212,VB0212 Senco 18V 2.0 AH Lithium Battery,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Senco Products Inc (4650),Kyocera Senco Industrial Tools Inc,Senco®,,VB0212,,Tools & Equipment>Power Tools>Batteries & Chargers,"Senco, Charger, VB0212, Cordless Power Source, 18 V, Batteries & Chargers",CHARGER CRDLS 18V,"Senco® VB0212 Charger, Cordless Power Source, 18 V","Senco® Charger, Cordless Power Source, 18 V","Charger, Cordless Power Source, 18 V",,,,,,,,,,,,,,,,,,,,,,,,,,,Charger,Series,,,Model,,,Power Source,Cordless,,Voltage Rating,18,V,Motor Power,,,Amperage Rating,,,No Load Speed,,,Blade or Wheel Size,,,Electrical Phase,,,Size,,,Included Items,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senco_VB0212.jpg,Senco_VB0212_1.jpg,Senco_VB0212_2.jpg,Senco_VB0212_3.jpg,Senco_VB0212_4.jpg,,,,,Senco_VB0212_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
